9.8011,3.5403,-4.0348,-5.9856
9.8361,3.4989,-4.1365,-5.7593
9.8707,3.4572,-4.1652,-5.5393
9.9047,3.4146,-4.2737,-5.3259
9.9385,3.3739,-4.0701,-5.1185
9.9719,3.3307,-4.3127,-4.9164
10.0048,3.288,-4.2686,-4.7201
10.0372,3.2451,-4.292,-4.5294
10.0692,3.202,-4.3145,-4.3443
10.1008,3.1594,-4.2571,-4.1641
10.1319,3.1152,-4.4222,-3.9887
10.1627,3.0721,-4.2978,-3.8182
10.193,3.0275,-4.4598,-3.6523
10.2227,2.9836,-4.4137,-3.4914
10.2523,2.9406,-4.2756,-3.3346
10.2812,2.8948,-4.5739,-3.1818
10.3096,2.8503,-4.4644,-3.0338
10.3376,2.8064,-4.4016,-2.89
10.3654,2.7621,-4.4019,-2.7496
10.3924,2.7153,-4.7123,-2.6133
10.4192,2.6722,-4.3058,-2.4812
10.4455,2.6263,-4.5803,-2.3521
10.4714,2.5808,-4.532,-2.2265
10.4966,2.5348,-4.6232,-2.1049
10.5216,2.4905,-4.4181,-1.9867
10.5461,2.4441,-4.6262,-1.8714
10.5699,2.3978,-4.6576,-1.7599
10.5935,2.3533,-4.4507,-1.6516
10.6165,2.3068,-4.657,-1.5462
10.6393,2.2612,-4.5294,-1.4434
10.6613,2.2138,-4.7552,-1.3438
10.6831,2.1688,-4.4892,-1.2474
10.7043,2.1218,-4.6922,-1.1535
10.725,2.0755,-4.6437,-1.0627
10.7454,2.0296,-4.5712,-0.9745
10.7652,1.9824,-4.7156,-0.8888
10.7845,1.9359,-4.6673,-0.806
10.8035,1.8898,-4.5925,-0.7257
10.8219,1.8424,-4.7373,-0.6479
10.8398,1.7958,-4.689,-0.5728
10.8573,1.7497,-4.6114,-0.5002
10.8744,1.7027,-4.672,-0.4296
10.891,1.655,-4.7621,-0.3612
10.9069,1.6082,-4.7146,-0.2957
10.9226,1.5619,-4.6331,-0.2324
10.9378,1.5146,-4.6919,-0.171
10.9524,1.4669,-4.7852,-0.1118
10.9667,1.4202,-4.6468,-0.0549
10.9804,1.3724,-4.7965,-0.0002
10.9937,1.3258,-4.6551,0.0523
11.0063,1.2782,-4.8079,0.1026
11.0188,1.2318,-4.5695,0.1511
11.0305,1.1829,-4.9703,0.1975
11.0419,1.1372,-4.5189,0.2418
11.0528,1.0886,-4.8781,0.2843
11.0632,1.0417,-4.6749,0.3247
11.0733,0.994,-4.7291,0.3634
11.0827,0.9458,-4.8402,0.4
11.0917,0.899,-4.6825,0.4346
11.1003,0.8512,-4.7357,0.4675
11.1082,0.8032,-4.8574,0.4983
11.1157,0.7565,-4.6891,0.527
11.1228,0.709,-4.7418,0.5542
11.1295,0.6611,-4.7403,0.5797
11.1356,0.6131,-4.8828,0.6032
11.1414,0.5661,-4.5526,0.625
11.1466,0.5166,-4.9371,0.6453
11.1511,0.4697,-4.8651,0.6631
11.1554,0.4234,-4.5259,0.6794
11.1591,0.3745,-4.9822,0.694
11.1626,0.3269,-4.4865,0.7071
11.1654,0.2763,-4.9782,0.7185
11.1675,0.2295,-4.9786,0.7276
11.1695,0.1828,-4.3782,0.7351
11.1708,0.1331,-5.1319,0.741
11.1716,0.087,-4.6689,0.745
11.1721,0.0315,-4.1129,0.7473
