0,0,0,0.2552
0.0005,0.0458,3.9631,0.253
0.0012,0.0848,4.6124,0.2492
0.0027,0.1345,4.7118,0.2427
0.0045,0.1899,5.8702,0.2329
0.007,0.2424,5.0763,0.2199
0.01,0.2988,5.5257,0.203
0.0134,0.3534,5.6474,0.1834
0.0176,0.406,5.1722,0.1605
0.0221,0.4614,5.6896,0.1344
0.0273,0.514,5.2049,0.1049
0.0328,0.5695,5.6751,0.072
0.0391,0.6222,5.2281,0.0359
0.0459,0.6777,5.5273,-0.0042
0.0532,0.7325,5.4599,-0.0476
0.0611,0.7871,5.464,-0.0945
0.0695,0.8416,5.4686,-0.1447
0.0784,0.8961,5.4737,-0.1984
0.0879,0.9506,5.4794,-0.2556
0.098,1.0047,5.3707,-0.3168
0.1087,1.0607,5.5684,-0.3821
0.1197,1.1161,5.6185,-0.4504
0.1315,1.1689,5.2161,-0.5228
0.1437,1.2264,5.7778,-0.5994
0.1564,1.2805,5.4516,-0.6791
0.1698,1.3348,5.4281,-0.7631
0.1837,1.3909,5.6213,-0.8514
0.1982,1.4457,5.4524,-0.9441
0.2132,1.5022,5.6438,-1.0411
0.2287,1.5578,5.5804,-1.1421
0.2449,1.6129,5.4891,-1.2475
0.2616,1.6696,5.6816,-1.3575
0.2789,1.7249,5.5169,-1.4722
0.2966,1.7818,5.7102,-1.5915
0.3151,1.8374,5.5468,-1.7156
0.3339,1.8946,5.7418,-1.8445
0.3534,1.9503,5.579,-1.9783
0.3735,2.0072,5.6755,-2.1177
0.3942,2.0644,5.6947,-2.2628
0.4154,2.1223,5.815,-2.413
0.4372,2.1788,5.6545,-2.5684
0.4595,2.2364,5.7559,-2.7297
0.4825,2.2941,5.7786,-2.8971
0.506,2.3522,5.8022,-3.0706
0.5301,2.4104,5.8269,-3.2503
0.5547,2.4689,5.8526,-3.4364
0.5801,2.5269,5.7798,-3.6296
0.6059,2.5877,6.0934,-3.8294
0.6324,2.6452,5.7522,-4.036
0.6594,2.7057,6.0535,-4.2501
0.6871,2.7648,5.8997,-4.4718
0.7153,2.8259,6.1216,-4.7014
0.7442,2.8857,5.9686,-4.9389
0.7738,2.9468,6.0932,-5.1853
0.8038,3.0091,6.2365,-5.44
0.8345,3.0699,6.0848,-5.7032
0.8658,3.1321,6.2171,-5.9758
0.8978,3.1947,6.2625,-6.258
0.9303,3.2577,6.31,-6.5501
0.9635,3.3212,6.3596,-6.8521
0.9974,3.3843,6.3045,-7.1652
1.0318,3.4499,6.5605,-7.4895
1.067,3.5141,6.4147,-7.8253
1.1028,3.5808,6.6794,-8.1729
1.1392,3.6461,6.5347,-8.5326
1.1765,3.7122,6.5871,-8.9061
1.2143,3.782,6.9776,-9.2931
1.2527,3.8493,6.737,-9.693
1.2919,3.9173,6.7979,-10.1079
1.3318,3.9882,7.0922,-10.5379
1.3723,4.0588,7.0704,-10.9828
1.4137,4.1281,6.9198,-11.4444
1.4557,4.2026,7.4544,-11.9232
1.4983,4.2746,7.2119,-12.4188
1.5419,4.3476,7.2926,-12.9332
1.5861,4.4238,7.6205,-13.467
1.631,4.4998,7.6098,-14.0196
1.6769,4.5745,7.4627,-14.5933
1.7234,4.6549,8.0456,-15.1885
1.7707,4.7317,7.6683,-15.8057
1.8188,4.8142,8.2665,-16.4453
1.8678,4.8918,7.7492,-17.1088
1.9174,4.9668,7.5027,-17.7965
1.9669,4.9571,-0.9713,-18.5004
2.0162,4.9219,-3.5184,-19.2146
2.0651,4.8908,-3.1117,-19.9372
2.1137,4.8562,-3.4535,-20.6678
2.162,4.8283,-2.7927,-21.4062
2.21,4.7968,-3.1517,-22.1521
2.2576,4.772,-2.4837,-22.9052
2.3051,4.7434,-2.8597,-23.6652
2.3523,4.7188,-2.4497,-24.4336
2.3992,4.6985,-2.0392,-25.2083
2.446,4.6741,-2.4367,-25.9886
2.4925,4.6538,-2.026,-26.7764
2.5389,4.6363,-1.7521,-27.5701
2.5851,4.6174,-1.8915,-28.3692
2.6311,4.6012,-1.619,-29.1744
2.6769,4.5877,-1.3473,-29.9841
2.7227,4.5714,-1.6351,-30.7989
2.7682,4.5619,-0.9438,-31.6181
2.8138,4.5482,-1.3779,-32.4412
2.8592,4.5399,-0.8257,-33.2688
2.9045,4.5315,-0.8393,-34.099
2.9498,4.523,-0.8521,-34.9325
2.9949,4.5186,-0.4408,-35.7684
3.04,4.514,-0.4546,-36.6051
3.0851,4.508,-0.6059,-37.444
3.1302,4.5089,0.0893,-38.2844
3.1753,4.5054,-0.341,-39.1256
3.2203,4.509,0.3544,-39.9667
3.2654,4.5083,-0.0675,-40.807
3.3106,4.5118,0.3538,-41.6478
3.3557,4.5195,0.7713,-42.4863
3.401,4.5219,0.2357,-43.3225
3.4463,4.5313,0.936,-44.1576
3.4917,4.5422,1.0922,-44.9888
3.5372,4.5508,0.8601,-45.8162
3.5829,4.5638,1.3021,-46.6408
3.6286,4.5799,1.6127,-47.4606
3.6746,4.5954,1.5486,-48.2748
3.7207,4.6142,1.8817,-49.0832
3.7671,4.634,1.9768,-49.8857
3.8137,4.6574,2.3338,-50.6823
3.8605,4.6843,2.7004,-51.4709
3.9076,4.7105,2.6164,-52.2512
3.9551,4.742,3.1432,-53.024
4.0028,4.7776,3.5686,-53.787
4.0509,4.8124,3.4789,-54.5399
4.0994,4.8483,3.5909,-55.283
4.1482,4.8843,3.6055,-56.0134
4.1974,4.9145,3.0125,-56.7299
4.2468,4.9458,3.1303,-57.432
4.2966,4.9743,2.854,-58.1178
4.3466,5.0012,2.6822,-58.7859
4.3969,5.0263,2.516,-59.4353
4.4474,5.0507,2.4364,-60.0643
4.4981,5.0719,2.1198,-60.6718
4.549,5.0932,2.1283,-61.2567
4.6001,5.1115,1.8393,-61.8181
4.6514,5.13,1.846,-62.355
4.7029,5.1459,1.5848,-62.8666
4.7545,5.1618,1.5886,-63.3518
4.8063,5.1758,1.4081,-63.8095
4.8582,5.1888,1.2973,-64.2388
4.9102,5.2007,1.1914,-64.639
4.9623,5.2116,1.0899,-65.0093
5.0145,5.2215,0.9923,-65.349
5.0668,5.2305,0.8981,-65.6574
5.1192,5.2389,0.837,-65.9336
5.1716,5.2455,0.6577,-66.1772
5.2241,5.2523,0.6824,-66.3875
5.2768,5.2573,0.4999,-66.5637
5.3294,5.2622,0.495,-66.7053
5.382,5.2659,0.366,-66.8114
5.4347,5.2686,0.2682,-66.8815
5.4874,5.2707,0.2158,-66.915
5.5402,5.2719,0.1127,-66.9112
5.5929,5.2721,0.0271,-66.8694
5.6455,5.2715,-0.0649,-66.789
5.6983,5.2692,-0.2261,-66.6692
5.7503,5.2046,-6.4688,-66.5106
5.8014,5.1067,-9.7906,-66.315
5.8515,5.0105,-9.6128,-66.0843
5.9006,4.9164,-9.4156,-65.8199
5.9489,4.824,-9.2398,-65.5233
5.9962,4.7337,-9.0223,-65.1954
6.0426,4.644,-8.9783,-64.838
6.0882,4.5577,-8.6395,-64.4523
6.133,4.4721,-8.5459,-64.0389
6.1768,4.3872,-8.4974,-63.5999
6.2199,4.306,-8.1184,-63.1364
6.2621,4.2249,-8.1133,-62.6493
6.3036,4.1465,-7.8271,-62.14
6.3443,4.068,-7.8592,-61.61
6.3842,3.9937,-7.426,-61.0606
6.4234,3.9191,-7.4586,-60.4927
6.4619,3.8469,-7.2264,-59.908
6.4997,3.777,-6.974,-59.3072
6.5367,3.7066,-7.0495,-58.6921
6.5731,3.6402,-6.6445,-58.0645
6.6089,3.5756,-6.4609,-57.4246
6.644,3.5108,-6.4672,-56.7734
6.6785,3.4477,-6.3163,-56.1136
6.7124,3.3901,-5.7612,-55.4456
6.7457,3.3344,-5.5677,-54.7701
6.7785,3.2853,-4.9133,-54.088
6.811,3.2406,-4.4698,-53.399
6.843,3.1979,-4.2658,-52.704
6.8746,3.1611,-3.6806,-52.0042
6.9058,3.127,-3.4187,-51.2996
6.9368,3.0973,-2.9657,-50.5902
6.9675,3.0699,-2.7416,-49.8763
6.998,3.0456,-2.429,-49.1585
7.0282,3.0243,-2.1289,-48.4377
7.0583,3.0059,-1.8403,-47.7146
7.0882,2.9915,-1.4459,-46.9891
7.118,2.9786,-1.2873,-46.2611
7.1477,2.9683,-1.0263,-45.5313
7.1773,2.9606,-0.7729,-44.8003
7.2068,2.9553,-0.5264,-44.0687
7.2364,2.9536,-0.1672,-43.3364
7.2659,2.952,-0.1685,-42.6039
7.2954,2.9549,0.2975,-41.8719
7.325,2.959,0.4036,-41.1399
7.3547,2.9652,0.6231,-40.4085
7.3843,2.9724,0.7176,-39.6792
7.4142,2.9853,1.29,-38.9515
7.4442,2.9979,1.2563,-38.2242
7.4743,3.01,1.22,-37.4996
7.5046,3.0291,1.9033,-36.7781
7.5351,3.0477,1.8582,-36.0583
7.5657,3.067,1.9339,-35.3416
7.5967,3.0919,2.484,-34.6275
7.6278,3.1126,2.0764,-33.9172
7.6592,3.1424,2.9814,-33.2113
7.6909,3.1693,2.6859,-32.5082
7.7229,3.1992,2.9893,-31.8092
7.7552,3.2297,3.054,-31.1155
7.7879,3.2668,3.6967,-30.4256
7.8209,3.2985,3.1737,-29.74
7.8542,3.3366,3.8202,-29.0606
7.888,3.3765,3.9867,-28.3859
7.9222,3.417,4.0403,-27.7154
7.9568,3.458,4.1013,-27.0501
7.9918,3.5018,4.3874,-26.3912
8.0272,3.5485,4.6635,-25.738
8.0632,3.5957,4.7149,-25.09
8.0996,3.6434,4.7752,-24.4481
8.1366,3.6949,5.1583,-23.8125
8.1741,3.7471,5.2093,-23.1826
8.212,3.7997,5.2704,-22.5593
8.2506,3.8572,5.7446,-21.9421
8.2897,3.912,5.4881,-21.3309
8.3295,3.9724,6.0279,-20.7261
8.3698,4.029,5.6634,-20.1276
8.4107,4.089,6.0006,-19.5365
8.4521,4.1472,5.8261,-18.9527
8.4942,4.2087,6.1391,-18.3756
8.5369,4.2664,5.7698,-17.8052
8.5801,4.3262,5.9908,-17.2432
8.624,4.3872,6.095,-16.6887
8.6684,4.4464,5.9193,-16.1419
8.7133,4.4858,3.9421,-15.6041
8.7579,4.4589,-2.6884,-15.0796
8.8022,4.4305,-2.8425,-14.5725
8.8462,4.4031,-2.736,-14.0822
8.8899,4.374,-2.9125,-13.6079
8.9335,4.345,-2.8976,-13.1483
8.9766,4.3125,-3.2547,-12.7038
9.0194,4.2828,-2.9616,-12.2741
9.0619,4.2498,-3.3041,-11.8582
9.104,4.2179,-3.1927,-11.4558
9.1459,4.1845,-3.3455,-11.0658
9.1874,4.1504,-3.4087,-10.6879
9.2286,4.1165,-3.3801,-10.3214
9.2694,4.0795,-3.6997,-9.9665
9.3098,4.0454,-3.413,-9.6229
9.3499,4.0083,-3.7179,-9.2899
9.3897,3.973,-3.5147,-8.9665
9.4289,3.9333,-3.9826,-8.6531
9.4679,3.898,-3.5336,-8.3495
9.5066,3.8589,-3.8984,-8.0543
9.5448,3.8203,-3.8637,-7.7679
9.5826,3.7812,-3.9047,-7.4901
9.62,3.7418,-3.944,-7.2207
9.6571,3.7028,-3.8984,-6.959
9.6937,3.6619,-4.0911,-6.7047
9.7299,3.6222,-3.9696,-6.4579
9.7657,3.5807,-4.1572,-6.2182
